gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2303159176	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-032	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	IN		1f001218-e6d3-4e97-a129-63475d0dac88									2018-10-11T00:00:00Z	11	10	2018	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.288Z		COORDINATE_INVALID
2303159175	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-024	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN	Daluo Town	1f001218-e6d3-4e97-a129-63475d0dac88									2018-07-17T00:00:00Z	17	7	2018	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		
2303159174	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-001	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN	Jinxiashan Tree Farm	1f001218-e6d3-4e97-a129-63475d0dac88									2012-07-05T00:00:00Z	5	7	2012	2437177		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.289Z		
2303159173	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-020	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88	26.1032	111.563							2018-05-29T00:00:00Z	29	5	2018	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159172	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-030	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2018-10-04T00:00:00Z	4	10	2018	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.288Z		
2303159171	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-008	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2014-08-26T00:00:00Z	26	8	2014	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		
2303159170	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-026	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88	26.5902	118.2547							2018-08-05T00:00:00Z	5	8	2018	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.359Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159169	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-004	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2013-08-05T00:00:00Z	5	8	2013	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.286Z		
2303159168	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-009	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN	Dongyang District, North Street, Ganxi Road	1f001218-e6d3-4e97-a129-63475d0dac88									2015-04-03T00:00:00Z	3	4	2015	2437177		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.288Z		
2303159167	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-010	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN	Cha'ensi Town, Zhangshu Village	1f001218-e6d3-4e97-a129-63475d0dac88									2016-04-15T00:00:00Z	15	4	2016	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		
2303159166	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-023	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN	Xixian	1f001218-e6d3-4e97-a129-63475d0dac88									2018-07-12T00:00:00Z	12	7	2018	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		
2303159165	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-014	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2017-03-03T00:00:00Z	3	3	2017	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		
2303159164	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-029	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2018-10-01T00:00:00Z	1	10	2018	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.289Z		
2303159163	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-036	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2019-06-05T00:00:00Z	5	6	2019	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.289Z		
2303159162	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-007	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2014-07-01T00:00:00Z	1	7	2014	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		
2303159161	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-006	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis culionensis		SPECIES	Manis culionensis (de Elera, 1915)	CN		1f001218-e6d3-4e97-a129-63475d0dac88	29.0925	119.6447							2014-06-27T00:00:00Z	27	6	2014	5219629	5219629	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.310Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159160	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-025	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN	Xiandu Street	1f001218-e6d3-4e97-a129-63475d0dac88									2018-07-26T00:00:00Z	26	7	2018	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		COORDINATE_INVALID
2303159159	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-031	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN	Dongxihu Changqinghuayuan	1f001218-e6d3-4e97-a129-63475d0dac88									2018-10-10T00:00:00Z	10	10	2018	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		COORDINATE_INVALID
2303159158	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-027	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN		1f001218-e6d3-4e97-a129-63475d0dac88	23.35	116.68							2018-08-08T00:00:00Z	8	8	2018	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.310Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159157	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-037	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2019-06-19T00:00:00Z	19	6	2019	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.288Z		
2303159156	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-016	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN	Dapu, Qingshixi	1f001218-e6d3-4e97-a129-63475d0dac88	24.3488	116.6638							2017-08-08T00:00:00Z	8	8	2017	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.371Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159155	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-022	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88	29.0043	114.4418							2018-07-10T00:00:00Z	10	7	2018	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.283Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159154	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-035	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2019-01-01T00:00:00Z			2019	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		
2303159153	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-028	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2018-09-18T00:00:00Z	18	9	2018	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		RECORDED_DATE_MISMATCH
2303159152	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-003	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN		1f001218-e6d3-4e97-a129-63475d0dac88	23.12	114.42							2013-07-31T00:00:00Z	31	7	2013	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.362Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK
2303159151	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-017	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN	Hengnan, Jilong, Chiyan	1f001218-e6d3-4e97-a129-63475d0dac88	26.8839	112.263							2017-09-14T00:00:00Z	14	9	2017	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159150	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-018	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN	Qiyang, Changhong street, Liuheling	1f001218-e6d3-4e97-a129-63475d0dac88	26.6125	111.8604											5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.283Z		RECORDED_DATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84
2303159149	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-005	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN	Changting Distitct, Changting Tang,	1f001218-e6d3-4e97-a129-63475d0dac88	25.83	116.35							2014-05-21T00:00:00Z	21	5	2014	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159148	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-015	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN	Yongkang, Longshan, nearby Taiping reservoir	1f001218-e6d3-4e97-a129-63475d0dac88	29.0356	120.1888							2017-07-22T00:00:00Z	22	7	2017	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.322Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159147	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-034	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2019-05-15T00:00:00Z	15	5	2019	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.289Z		
2303159146	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-013	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN		1f001218-e6d3-4e97-a129-63475d0dac88	21.6462	110.141							2016-10-21T00:00:00Z	21	10	2016	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.370Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159145	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-033	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2018-10-17T00:00:00Z	17	10	2018	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.289Z		
2303159144	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-019	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN	Hengnan, Jilong, Chiyan	1f001218-e6d3-4e97-a129-63475d0dac88	26.8839	112.2629							2017-09-14T00:00:00Z	14	9	2017	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159143	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-011	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN	Qimen District, Likou Town, Huansha Village	1f001218-e6d3-4e97-a129-63475d0dac88	29.9391	117.5247							2016-05-26T00:00:00Z	26	5	2016	5219638	5219638	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159142	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-021	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN		1f001218-e6d3-4e97-a129-63475d0dac88	24.1289	104.1095							2018-06-13T00:00:00Z	13	6	2018	5219628	5219628	HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.333Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159141	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-012	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN	Chunan, Street nearby  Qiandao Lake	1f001218-e6d3-4e97-a129-63475d0dac88									2016-06-07T00:00:00Z	7	6	2016	2437177		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.286Z		
2303159140	725cffb7-27ea-4916-95bb-cd3c412c4851	CBCGDF-WR-002	Animalia	Chordata	Mammalia	Pholidota	Manidae				FAMILY	Manidae	CN	Xiangtan, Yuhu District, Changcheng Town, Hongqi Village, Outang	1f001218-e6d3-4e97-a129-63475d0dac88	27.87	112.0							2013-06-13T00:00:00Z	13	6	2013	5480		HUMAN_OBSERVATION					unknown		CC0_1_0					2019-08-05T02:19:45.284Z		GEODETIC_DATUM_ASSUMED_WGS84
2303159139	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-018	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2005-12-23T00:00:00Z	23	12	2005	5219638	5219638	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	2004322		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.286Z		
2303159138	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-062	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1989-11-23T00:00:00Z	23	11	1989	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	89075		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.287Z		
2303159137	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-068	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1996-04-27T00:00:00Z	27	4	1996	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	96025		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159136	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-056	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1990-06-12T00:00:00Z	12	6	1990	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	90024		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159135	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-031	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1992-02-20T00:00:00Z	20	2	1992	5219638	5219638	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	92021		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.285Z		
2303159134	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-025	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1975-12-20T00:00:00Z	20	12	1975	5219638	5219638	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	75090		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.285Z		
2303159133	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-067	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1977-12-05T00:00:00Z	5	12	1977	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	77045		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159132	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-071	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1989-11-23T00:00:00Z	23	11	1989	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	89066		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159131	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-030	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1988-11-25T00:00:00Z	25	11	1988	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	880037		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.283Z		
2303159130	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-053	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1964-12-11T00:00:00Z	11	12	1964	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	6450542		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159129	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-012	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2004-12-20T00:00:00Z	20	12	2004	5219638	5219638	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	220165		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159128	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-049	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1992-02-20T00:00:00Z	20	2	1992	5219638	5219638	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	92015		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.284Z		
2303159127	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-008	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2001-08-23T00:00:00Z	23	8	2001	5219638	5219638	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	210829		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.285Z		
2303159126	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-065	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1977-12-05T00:00:00Z	5	12	1977	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	77046		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.284Z		
2303159125	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-014	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1963-04-08T00:00:00Z	8	4	1963	2437177		PRESERVED_SPECIMEN	NMASCAS	Mammal specimen	031615		National Museum of Animal Specimen. Chinese Academy of Science (CAS)		CC0_1_0		unknown			2019-08-05T02:18:48.287Z		
2303159124	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-016	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1954-05-19T00:00:00Z	19	5	1954	2437177		PRESERVED_SPECIMEN	NMASCAS	Mammal specimen	00803		National Museum of Animal Specimen. Chinese Academy of Science (CAS)		CC0_1_0		unknown			2019-08-05T02:18:48.286Z		
2303159123	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-072	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1981-11-11T00:00:00Z	11	11	1981	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	1118		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.287Z		
2303159122	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-064	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88													2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	89021		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.283Z		RECORDED_DATE_MISMATCH
2303159121	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-014	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		SPECIES	Manis pentadactyla Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2005-10-14T00:00:00Z	14	10	2005	5219638	5219638	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	2004272		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159120	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-051	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1989-11-23T00:00:00Z	23	11	1989	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	89072		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.288Z		
2303159119	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-070	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1964-12-11T00:00:00Z	11	12	1964	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	640539		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.286Z		
2303159118	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-042	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis			GENUS	Manis Linnaeus, 1758	CN		1f001218-e6d3-4e97-a129-63475d0dac88									1989-11-23T00:00:00Z	23	11	1989	2437177		PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	89071		Kunming Institute of Zoology. CAS		CC0_1_0		unknown			2019-08-05T02:18:48.287Z		
2303159117	f0f71bc1-fe3c-4be2-910d-78026d114f16	CBCGDF-PSR-K-079	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis javanica		SPECIES	Manis javanica Desmarest, 1822	CN		1f001218-e6d3-4e97-a129-63475d0dac88									2003-06-30T00:00:00Z	30	6	2003	5219628	5219628	PRESERVED_SPECIMEN	KNHMZ	Mammal specimen	200374		megnlian		CC0_1_0		unknown			2019-08-05T02:18:48.283Z		
