RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km,Percent_overlap,binomial_overlap
NHMUK_1999.1,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,0,0,,21.74,100,1
NHMUK_1999.101,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_1999.115,Phataginus tricuspis,1963,Africa,Nigeria,100,VU,Arboreal,0,0,1960,756.06,47.99665137,1
NHMUK_1999.116,Phataginus tricuspis,,Africa,Nigeria,100,VU,Arboreal,1,0,,756.06,47.99665137,1
NHMUK_1999.117,Phataginus tricuspis,,Africa,Nigeria,100,VU,Arboreal,1,1,,756.06,47.99665137,1
NHMUK_1999.118,Phataginus tricuspis,,Africa,Nigeria,100,VU,Arboreal,1,1,,756.06,47.99665137,1
NHMUK_1999.119,Phataginus tricuspis,,Africa,Nigeria,100,VU,Arboreal,1,1,,756.06,47.99665137,1
NHMUK_1999.12,Phataginus tricuspis,,Africa,Nigeria,100,VU,Arboreal,1,1,,756.06,47.99665137,1
NHMUK_1999.121,Phataginus tricuspis,,Africa,Nigeria,100,VU,Arboreal,1,1,,756.06,47.99665137,1
NHMUK_1999.122,Phataginus tricuspis,,Africa,Nigeria,100,VU,Arboreal,1,1,,756.06,47.99665137,1
NHMUK_1999.91,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_1999.92,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_1999.93,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_1999.95,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_1999.96,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_1999.97,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_1999.99,Phataginus tricuspis,,Africa,Nigeria,50,VU,Arboreal,1,1,,21.74,100,1
NHMUK_10.6.11.4,Phataginus tricuspis,,Africa,Ghana,25,VU,Arboreal,0,0,,2.96,100,1
NHMUK_11.6.2.18,Phataginus tricuspis,,Africa,Ghana,25,VU,Arboreal,1,1,,2.96,100,1
NHMUK_12.10.28.58,Phataginus tricuspis,1911,Africa,Nigeria,75,VU,Arboreal,0,0,1910,64.35,100,1
NHMUK_12.12.3.1,Phataginus tricuspis,,Africa,Congo,25,VU,Arboreal,0,0,,0.914,100,1
NHMUK_12.12.3.2,Phataginus tricuspis,,Africa,Congo,100,VU,Arboreal,0,0,,340.5,100,1
NHMUK_19.5.8.163,Phataginus tricuspis,1914,Africa,Congo,25,VU,Arboreal,0,0,1910,1.22,100,1
NHMUK_19.5.8.164,Phataginus tricuspis,1914,Africa,Congo,25,VU,Arboreal,1,1,1910,1.22,100,1
NHMUK_22.12.19.38,Phataginus tricuspis,,Africa,Congo,100,VU,Arboreal,0,0,,257.73,100,1
NHMUK_28.9.8.37,Phataginus tricuspis,1928,Africa,Uganda,100,VU,Arboreal,0,0,1920,17.805,100,1
NHMUK_29.5.29.39,Phataginus tricuspis,,Africa,Ghana,100,VU,Arboreal,0,0,,385.52,100,1
NHMUK_29.5.29.40,Phataginus tricuspis,,Africa,Ghana,100,VU,Arboreal,1,1,,385.52,100,1
NHMUK_34.11.18.9,Phataginus tricuspis,,Africa,Congo,25,VU,Arboreal,0,0,,1.75,100,1
NHMUK_34.6.2.92,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,0,0,,3.82,100,1
NHMUK_34.6.2.93,Phataginus tricuspis,1933,Africa,Uganda,25,VU,Arboreal,1,0,1930,3.82,100,1
NHMUK_34.6.2.94,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,1,1,,3.82,100,1
NHMUK_34.6.2.95,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,1,1,,3.82,100,1
NHMUK_34.6.2.96,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,1,1,,3.82,100,1
NHMUK_34.6.2.97,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,1,1,,3.82,100,1
NHMUK_34.6.2.98,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,1,1,,3.82,100,1
NHMUK_34.6.2.99,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,1,1,,3.82,100,1
NHMUK_35.10.22.155,Phataginus tricuspis,1935,Africa,Ghana,25,VU,Arboreal,0,0,1930,2.97,100,1
NHMUK_35.10.22.156,Phataginus tricuspis,1934,Africa,Ghana,25,VU,Arboreal,0,0,1930,1.91,100,1
NHMUK_4.6.9.14,Phataginus tricuspis,1846,Africa,Ghana,75,VU,Arboreal,1,0,1840,2.25,100,1
NHMUK_43.2.23.2,Phataginus tricuspis,,Africa,W. Africa,100,VU,Arboreal,0,0,,1955.82,7.98262763,1
NHMUK_46.5.13.18,Phataginus tricuspis,,Africa,W. Africa,100,VU,Arboreal,1,1,,1955.82,7.98262763,1
NHMUK_48.7.11.5,Phataginus tricuspis,,Africa,W. Africa,100,VU,Arboreal,1,1,,1955.82,7.98262763,1
NHMUK_51.11.6.2,Phataginus tricuspis,,Africa,Gabon,100,VU,Arboreal,0,0,,381.24,100,1
NHMUK_6.3.8.52,Phataginus tricuspis,,Africa,Uganda,50,VU,Arboreal,0,0,,5.65,100,1
NHMUK_65.3.30.9,Phataginus tricuspis,,Africa,Equatorial Guinea,100,VU,Arboreal,0,0,,50.4,60.12808601,1
NHMUK_7.1.2.5,Phataginus tricuspis,,Africa,Congo,25,VU,Arboreal,0,0,,2.12,100,1
NHMUK_7.11.19.5,Phataginus tricuspis,,Africa,Nigeria,75,VU,Arboreal,1,0,,64.35,100,1
NHMUK_8.10.27.5,Phataginus tricuspis,,Africa,Uganda,25,VU,Arboreal,1,1,,3.82,100,1
NHMUK_9.8.18.2,Phataginus tricuspis,,Africa,Sierra Leone,100,VU,Arboreal,1,0,,188.72,100,1
NHMUK_95.7.17.1,Phataginus tricuspis,,Africa,Nigeria,25,VU,Arboreal,0,0,,7.45,100,1
UMMZ_38382,Phataginus tricuspis,,Africa,Cameroon,75,VU,Arboreal,0,0,,0.0025,100,1
UMMZ_62835,Phataginus tricuspis,,Africa,Cameroon,75,VU,Arboreal,0,0,,0.00705,100,1
USNM_465927,Phataginus tricuspis,1969,Africa,Ghana,75,VU,Arboreal,0,0,1960,0.109,100,1
USNM_465928,Phataginus tricuspis,1969,Africa,Ghana,75,VU,Arboreal,1,1,1960,0.109,100,1
USNM_435022,Phataginus tricuspis,1968,Africa,Ghana,75,VU,Arboreal,0,0,1960,0.309,100,1
MHNG_MHNG-MAM-1736.019,Phataginus tricuspis,1953,Africa,Ivory Coast,75,VU,Arboreal,0,0,1950,1.06,100,1
MHNG_MHNG-MAM-1736.020,Phataginus tricuspis,1953,Africa,Ivory Coast,75,VU,Arboreal,0,0,1950,1.36,100,1
USNM_412726,Phataginus tricuspis,1967,Africa,Ghana,75,VU,Arboreal,0,0,1960,1.86,100,1
ROM_34406,Phataginus tricuspis,1965,Africa,Uganda,75,VU,Arboreal,0,0,1960,1.96,100,1
LACM_053511,Phataginus tricuspis,1967,Africa,Uganda,75,VU,Arboreal,0,0,1960,2.094,100,1
LACM_053513,Phataginus tricuspis,1967,Africa,Uganda,75,VU,Arboreal,1,1,1960,2.094,100,1
LACM_053512,Phataginus tricuspis,1968,Africa,Uganda,75,VU,Arboreal,1,0,1960,2.094,100,1
USNM_465921,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,0,0,1960,2.16,100,1
USNM_576120,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,1,1,1960,2.16,100,1
USNM_448340,Phataginus tricuspis,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,,3.27,100,1
MHNG_MHNG-MAM-912.040,Phataginus tricuspis,1954,Africa,Cameroon,75,VU,Arboreal,0,0,1950,3.56,100,1
MHNG_MHNG-MAM-912.039,Phataginus tricuspis,1954,Africa,Cameroon,75,VU,Arboreal,1,1,1950,3.56,100,1
MHNG_MHNG-MAM-912.038,Phataginus tricuspis,1953,Africa,Cameroon,75,VU,Arboreal,0,0,1950,3.56,100,1
MHNG_MHNG-MAM-912.041,Phataginus tricuspis,1955,Africa,Cameroon,75,VU,Arboreal,0,0,1950,3.56,100,1
MVZ_MVZ:Mamm:133085,Phataginus tricuspis,1946,Africa,Liberia,75,VU,Arboreal,0,0,1940,4.993,100,1
MHNG_MHNG-MAM-1736.021,Phataginus tricuspis,,Africa,Ivory Coast,75,VU,Arboreal,0,0,,5.16,100,1
USNM_465920,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,0,0,1960,7.21,100,1
MNHN_MO-1995-3295,Phataginus tricuspis,,Africa,Ivory Coast,75,VU,Arboreal,1,0,,7.21,100,1
MNHN_MO-1993-4803,Phataginus tricuspis,,Africa,Ivory Coast,75,VU,Arboreal,1,1,,7.21,100,1
MNHN_MO-1993-216,Phataginus tricuspis,,Africa,Ivory Coast,75,VU,Arboreal,1,1,,7.21,100,1
MNHN_MO-1993-215,Phataginus tricuspis,1963,Africa,Ivory Coast,75,VU,Arboreal,1,0,1960,7.21,100,1
USNM_537784,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1970,8,100,1
USNM_537783,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1970,8,100,1
MHNG_MHNG-MAM-1871.020,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1970,8,100,1
USNM_465925,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,0,0,1960,10.12,100,1
LSUMZ_8688,Phataginus tricuspis,1961,Africa,Kenya,75,VU,Arboreal,0,0,1960,14.07,100,1
USNM_450072,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,0,0,1960,14.32,100,1
USNM_450073,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,1,1,1960,14.32,100,1
YPM_YPM MAM 009956,Phataginus tricuspis,1958,Africa,Liberia,75,VU,Arboreal,0,0,1950,20,100,1
YPM_YPM MAM 009957,Phataginus tricuspis,,Africa,Liberia,75,VU,Arboreal,1,0,,20,100,1
ROM_41765,Phataginus tricuspis,1967,Africa,Uganda,75,VU,Arboreal,0,0,1960,23.76,100,1
USNM_465926,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,0,0,1960,24.75,100,1
USNM_465923,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,1,1,1960,24.75,100,1
USNM_576121,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,1,1,1960,24.75,100,1
USNM_465922,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,1,1,1960,24.75,100,1
USNM_465924,Phataginus tricuspis,1969,Africa,Ivory Coast,75,VU,Arboreal,1,1,1960,24.75,100,1
TTU_18039,Phataginus tricuspis,1972,Africa,Cameroon,75,VU,Arboreal,0,0,1970,24.838,100,1
AMNH_M-241131,Phataginus tricuspis,1972,Africa,Cameroon,75,VU,Arboreal,1,1,1970,24.838,100,1
AMNH_M-241130,Phataginus tricuspis,1972,Africa,Cameroon,75,VU,Arboreal,1,1,1970,24.838,100,1
USNM_537785,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1970,54.43,100,1
MHNG_MHNG-MAM-1871.021,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1970,56.78,100,1
MSU_MR.15233,Phataginus tricuspis,1968,Africa,Liberia,75,VU,Arboreal,0,0,1960,90.326,34.88764027,1
KU_147238,Phataginus tricuspis,1951,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1950,91.5,100,1
KU_147237,Phataginus tricuspis,1951,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1950,91.5,100,1
MHNG_MHNG-MAM-1686.061,Phataginus tricuspis,1985,Africa,Central African Republic,75,VU,Arboreal,0,0,1980,106.47,100,1
USNM_439127,Phataginus tricuspis,1968,Africa,Benin,75,VU,Arboreal,0,0,1960,500.76,97.66662464,1
AMNH_M-236363,Phataginus tricuspis,1974,Africa,Cameroon,75,VU,Arboreal,0,0,1970,520,78.5469501,1
YPM_YPM MAM 014712,Phataginus tricuspis,1972,Africa,Cameroon,75,VU,Arboreal,0,0,1970,520,73.08394351,1
YPM_YPM MAM 014869,Phataginus tricuspis,1973,Africa,Cameroon,75,VU,Arboreal,1,0,1970,520,73.08394351,1
MHNG_MHNG-MAM-1828.023,Phataginus tricuspis,,Africa,Cameroon,75,VU,Arboreal,0,0,,520,100,1
RBINS_15500,Phataginus tricuspis,1953,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1950,1646.07,42.34139636,1
AMNH_M-53919,Phataginus tricuspis,1913,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1910,1646.07,85.2569236,1
RBINS_34554,Phataginus tricuspis,1950,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1950,1646.07,94.57181194,1
RBINS_4847,Phataginus tricuspis,1938,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1930,1646.07,45.19686789,1
RBINS_13020,Phataginus tricuspis,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,,1646.07,69.77342667,1
RBINS_12877,Phataginus tricuspis,1951,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,0,1950,1646.07,69.77342667,1
RBINS_17311,Phataginus tricuspis,1953,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1950,1646.07,42.36242288,1
RBINS_7999,Phataginus tricuspis,1948,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1940,1646.07,44.07848881,1
RBINS_8000,Phataginus tricuspis,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,0,,1646.07,44.07848881,1
RBINS_7998,Phataginus tricuspis,1947,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,0,1940,1646.07,44.07848881,1
RBINS_303C,Phataginus tricuspis,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,,1646.07,48.24213171,1
RBINS_6978,Phataginus tricuspis,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,,1646.07,54.43855259,1
RBINS_35053,Phataginus tricuspis,1981,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1980,1646.07,65.98152083,1
RBINS_35051,Phataginus tricuspis,1981,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35046,Phataginus tricuspis,1980,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,0,1980,1646.07,65.98152083,1
RBINS_35049,Phataginus tricuspis,1980,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35050,Phataginus tricuspis,1980,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35047,Phataginus tricuspis,1980,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35048,Phataginus tricuspis,1980,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35056,Phataginus tricuspis,1982,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,0,1980,1646.07,65.98152083,1
RBINS_35055,Phataginus tricuspis,1981,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35054,Phataginus tricuspis,1981,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35044,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,0,1970,1646.07,65.98152083,1
RBINS_35045,Phataginus tricuspis,1980,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35058,Phataginus tricuspis,1982,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35057,Phataginus tricuspis,1982,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
RBINS_35052,Phataginus tricuspis,1981,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1980,1646.07,65.98152083,1
MHNG_MHNG-MAM-619.027,Phataginus tricuspis,,Africa,Liberia,100,VU,Arboreal,0,0,,247.54,100,1
MHNG_MHNG-MAM-619.030,Phataginus tricuspis,,Africa,Liberia,100,VU,Arboreal,1,1,,247.54,100,1
RBINS_16432,Phataginus tricuspis,1965,Africa,Liberia,100,VU,Arboreal,0,0,1960,305.4,100,1
RBINS_16431,Phataginus tricuspis,1965,Africa,Liberia,100,VU,Arboreal,1,1,1960,305.4,100,1
RBINS_16433,Phataginus tricuspis,1965,Africa,Liberia,100,VU,Arboreal,1,1,1960,305.4,100,1
RBINS_16430,Phataginus tricuspis,1965,Africa,Liberia,100,VU,Arboreal,1,1,1960,305.4,100,1
ROM_9508130012,Phataginus tricuspis,,Africa,Liberia,100,VU,Arboreal,1,0,,305.4,100,1
ROM_9508130013,Phataginus tricuspis,,Africa,Liberia,100,VU,Arboreal,1,1,,305.4,100,1
O_18158,Phataginus tricuspis,,Africa,Republic of the Congo,100,VU,Arboreal,0,0,,586.6,100,1
O_18157,Phataginus tricuspis,,Africa,Republic of the Congo,100,VU,Arboreal,1,1,,586.6,100,1
AMNH_M-269889,Phataginus tricuspis,1996,Africa,Central African Republic,100,VU,Arboreal,0,0,1990,136.15,100,1
AMNH_M-269861,Phataginus tricuspis,1996,Africa,Central African Republic,100,VU,Arboreal,1,1,1990,136.15,100,1
AMNH_M-269905,Phataginus tricuspis,1996,Africa,Central African Republic,100,VU,Arboreal,1,1,1990,136.15,100,1
AMNH_M-269901,Phataginus tricuspis,1996,Africa,Central African Republic,100,VU,Arboreal,1,1,1990,136.15,100,1
USNM_101448,Phataginus tricuspis,,Africa,Democratic Republic of the Congo,100,VU,Arboreal,0,0,,304.87,100,1
GNM_Ma ex 790,Phataginus tricuspis,1911,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1910,364.34,98.56215797,1
GNM_Ma ex 789,Phataginus tricuspis,1911,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,1910,364.34,98.56215797,1
MNHN_MO-1847-1839,Phataginus tricuspis,,Africa,Mozambique,100,VU,Arboreal,0,0,,1386.06,48.88158896,1
MVZ_MVZ:Mamm:183664,Phataginus tricuspis,1963,Africa,Sierra Leone,25,VU,Arboreal,0,0,1960,0.297,100,1
MNHN_MO-1942-190,Phataginus tricuspis,,Africa,Liberia,25,VU,Arboreal,0,0,,0.414,100,1
MNHN_MO-1981-1372,Phataginus tricuspis,,Africa,Gabon,25,VU,Arboreal,0,0,,0.832,100,1
YPM_YPM MAM 014711,Phataginus tricuspis,1971,Africa,Cameroon,25,VU,Arboreal,0,0,1970,1.08,100,1
UMZC_E.1258,Phataginus tricuspis,1932,Africa,Cameroon,25,VU,Arboreal,1,1,1930,2.02,100,1
UMZC_E.1257,Phataginus tricuspis,1932,Africa,Cameroon,25,VU,Arboreal,1,1,1930,2.02,100,1
AMNH_M-119963,Phataginus tricuspis,,Africa,Gabon,25,VU,Arboreal,0,0,,2.37,100,1
YPM_YPM MAM 002128,Phataginus tricuspis,1961,Africa,Liberia,25,VU,Arboreal,0,0,1960,2.67,100,1
USNM_220403,Phataginus tricuspis,1918,Africa,Gabon,50,VU,Arboreal,0,0,1910,3.34,100,1
MNHN_MO-1993-214,Phataginus tricuspis,1962,Africa,Ivory Coast,50,VU,Arboreal,0,0,1960,4.5,100,1
MSB_MSB:Mamm:25218,Phataginus tricuspis,1967,Africa,Equatorial Guinea,50,VU,Arboreal,0,0,1960,4.794,45.55017709,1
USNM_598578,Phataginus tricuspis,1967,Africa,Equatorial Guinea,50,VU,Arboreal,1,1,1960,4.794,45.55017709,1
MNHN_MO-1962-1172,Phataginus tricuspis,,Africa,Ivory Coast,50,VU,Arboreal,0,0,,7.91,100,1
MNHN_MO-1962-1171,Phataginus tricuspis,,Africa,Ivory Coast,50,VU,Arboreal,1,1,,7.91,100,1
O_18160,Phataginus tricuspis,,Africa,Liberia,25,VU,Arboreal,0,0,,11.37,43.6894921,1
USNM_377283,Phataginus tricuspis,1965,Africa,Nigeria,50,VU,Arboreal,0,0,1960,15.88,100,1
GNM_Ma ex 791,Phataginus tricuspis,1911,Africa,Democratic Republic of the Congo,25,VU,Arboreal,0,0,1910,23.77,100,1
AMNH_M-269820,Phataginus tricuspis,1996,Africa,Uganda,100,VU,Arboreal,0,0,1990,22.7,100,1
USNM_379617,Phataginus tricuspis,1966,Africa,Nigeria,100,VU,Arboreal,0,0,1960,23.16,100,1
MNHN_MO-1898-1598,Phataginus tricuspis,,Africa,Republic of the Congo,25,VU,Arboreal,0,0,,35.65,100,1
MNHN_MO-1986-1035,Phataginus tricuspis,,Africa,Republic of the Congo,25,VU,Arboreal,1,1,,35.65,100,1
USNM_377284,Phataginus tricuspis,1966,Africa,Nigeria,75,VU,Arboreal,0,0,1960,2.414,100,1
MHNG_MHNG-MAM-946.030,Phataginus tricuspis,,Africa,Cameroon,100,VU,Arboreal,0,0,,6,100,1
MHNG_MHNG-MAM-946.031,Phataginus tricuspis,,Africa,Cameroon,100,VU,Arboreal,1,1,,6,100,1
MHNG_MHNG-MAM-946.032,Phataginus tricuspis,1955,Africa,Cameroon,100,VU,Arboreal,1,0,1950,6,100,1
MHNG_MHNG-MAM-946.028,Phataginus tricuspis,,Africa,Cameroon,100,VU,Arboreal,1,1,,6,100,1
MHNG_MHNG-MAM-946.033,Phataginus tricuspis,,Africa,Cameroon,100,VU,Arboreal,1,1,,6,100,1
MHNG_MHNG-MAM-946.029,Phataginus tricuspis,,Africa,Cameroon,100,VU,Arboreal,1,1,,6,100,1
USNM_481813,Phataginus tricuspis,1971,Africa,Liberia,100,VU,Arboreal,0,0,1970,25,100,1
USNM_481811,Phataginus tricuspis,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
USNM_481810,Phataginus tricuspis,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
USNM_481812,Phataginus tricuspis,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
USNM_481809,Phataginus tricuspis,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
USNM_481808,Phataginus tricuspis,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
USNM_582985,Phataginus tricuspis,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
ROM_122972,Phataginus tricuspis,1967,Africa,Uganda,75,VU,Arboreal,0,0,1960,48.28,100,1
USNM_598580,Phataginus tricuspis,1968,Africa,Equatorial Guinea,50,VU,Arboreal,0,0,1960,4.495,100,1
USNM_598579,Phataginus tricuspis,1967,Africa,Equatorial Guinea,100,VU,Arboreal,0,0,1960,133.59,99.63648157,1
MNHN_MO-1956-727,Phataginus tricuspis,,Africa,Togo,100,VU,Arboreal,0,0,,291.11,98.84002384,1
MNHN_MO-1956-726,Phataginus tricuspis,,Africa,Togo,100,VU,Arboreal,1,1,,291.11,98.84002384,1
MNHN_MO-1956-725,Phataginus tricuspis,,Africa,Togo,100,VU,Arboreal,1,1,,291.11,98.84002384,1
MNHN_MO-1956-731,Phataginus tricuspis,,Africa,Togo,100,VU,Arboreal,1,1,,291.11,98.84002384,1
MNHN_MO-1956-728,Phataginus tricuspis,,Africa,Togo,100,VU,Arboreal,1,1,,291.11,98.84002384,1
MNHN_MO-1956-730,Phataginus tricuspis,,Africa,Togo,100,VU,Arboreal,1,1,,291.11,98.84002384,1
MNHN_MO-1956-729,Phataginus tricuspis,,Africa,Togo,100,VU,Arboreal,1,1,,291.11,98.84002384,1
MSU_MR.15232,Phataginus tricuspis,1968,Africa,Liberia,100,VU,Arboreal,1,0,1960,300.44,100,1
MNHN_MO-1986-1043,Phataginus tricuspis,,Africa,Ghana,100,VU,Arboreal,1,1,,380.2,100,1
MNHN_MO-1995-320,Phataginus tricuspis,1957,Africa,Ghana,100,VU,Arboreal,1,0,1950,380.2,100,1
MNHN_MO-1959-943,Phataginus tricuspis,,Africa,Ghana,100,VU,Arboreal,1,1,,380.2,100,1
AMNH_M-119964,Phataginus tricuspis,,Africa,Gabon,100,VU,Arboreal,0,0,,386.49,100,1
MNHN_AC-1939-173,Phataginus tricuspis,,Africa,Ivory Coast,100,VU,Arboreal,0,0,,439.02,100,1
MNHN_MO-1993-213,Phataginus tricuspis,1963,Africa,Ivory Coast,100,VU,Arboreal,1,0,1960,439.02,100,1
O_18159,Phataginus tricuspis,,Africa,Republic of the Congo,100,VU,Arboreal,1,1,,619.79,100,1
MNHN_MO-1995-298,Phataginus tricuspis,1968,Africa,Central African Republic,100,VU,Arboreal,1,0,1960,777.06,63.19084868,1
MNHN_MO-1995-297,Phataginus tricuspis,1965,Africa,Central African Republic,100,VU,Arboreal,1,0,1960,777.06,63.19084868,1
MNHN_MO-1967-980,Phataginus tricuspis,,Africa,Central African Republic,100,VU,Arboreal,1,1,,777.06,63.19084868,1
MNHN_MO-1967-981,Phataginus tricuspis,,Africa,Central African Republic,100,VU,Arboreal,1,1,,777.06,63.19084868,1
UMZC_E.1255,Phataginus tricuspis,1932,Africa,Cameroon,100,VU,Arboreal,0,0,1930,832.66,92.60061429,1
UMZC_E.1256,Phataginus tricuspis,1932,Africa,Cameroon,100,VU,Arboreal,1,1,1930,832.66,92.60061429,1
