RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km,Percent_overlap,binomial_overlap
NHMUK_39.2645,Phataginus tricuspis,NA,Africa,Congo,75,EN,Arboreal,0,0,NA,101.46,0,0
NHMUK_39.2647,Phataginus tetradactyla,NA,Africa,Cameroon,50,VU,Arboreal,0,0,NA,3.82,39.7479441280663,1
NHMUK_39.2648,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,0,0,1920,7.23,22.1597529711831,1
NHMUK_39.265,Manis javanica,NA,Asia,Indonesia,25,CR,Arboreal,1,0,NA,7.23,22.1597529711831,1
NHMUK_39.2651,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,22.1597529711831,1
NHMUK_39.2652,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,0,0,NA,54.22,0,0
NHMUK_39.4041,Phataginus tetradactyla,NA,Africa,W. Africa,100,VU,Arboreal,0,0,NA,1955.82,0,0
NHMUK_39.4048,Manis pentadactyla,NA,Asia,China,100,CR,Terrestrial,0,0,NA,2824.1,0,0
NHMUK_46.498,Phataginus tetradactyla,1945,Africa,Ghana,75,VU,Arboreal,0,0,1940,2.25,56.6305718933679,1
NHMUK_46.499,Phataginus tricuspis,1945,Africa,Ghana,75,EN,Arboreal,0,0,1940,2.25,66.7208724850553,1
NHMUK_46.5,Phataginus tricuspis,1865,Africa,Ghana,75,EN,Arboreal,1,0,1860,2.25,66.7208724850553,1
NHMUK_46.888,Phataginus tricuspis,1945,Africa,Sierra Leone,25,EN,Arboreal,0,0,1940,0.892,100,1
NHMUK_46.914,Phataginus tricuspis,NA,Africa,Ghana,75,EN,Arboreal,1,0,NA,2.25,66.7208724850553,1
NHMUK_46.915,Phataginus tricuspis,1946,Africa,Ghana,75,EN,Arboreal,1,0,1940,2.25,66.7208724850553,1
NHMUK_46.916,Phataginus tricuspis,1946,Africa,Ghana,75,EN,Arboreal,1,1,1940,2.25,66.7208724850553,1
NHMUK_47.326,Manis pentadactyla,1940,Asia,India,75,CR,Terrestrial,0,0,1940,92.64,0,0
NHMUK_48.132,Phataginus tricuspis,1932,Africa,Cameroon,50,EN,Arboreal,0,0,1930,5,71.5111073677673,1
NHMUK_48.1321,Phataginus tricuspis,1932,Africa,Cameroon,25,EN,Arboreal,0,0,1930,2.02,93.5565156809794,1
NHMUK_48.1322,Phataginus tricuspis,1932,Africa,Cameroon,25,EN,Arboreal,1,1,1930,2.02,93.5565156809794,1
NHMUK_48.1323,Phataginus tricuspis,1932,Africa,Cameroon,25,EN,Arboreal,1,1,1930,2.02,93.5565156809794,1
NHMUK_48.1324,Phataginus tricuspis,1933,Africa,Cameroon,25,EN,Arboreal,1,0,1930,2.02,93.5565156809794,1
NHMUK_48.1325,Phataginus tricuspis,1932,Africa,Cameroon,25,EN,Arboreal,1,1,1930,2.02,93.5565156809794,1
NHMUK_48.1326,Phataginus tricuspis,NA,Africa,Cameroon,25,EN,Arboreal,1,0,NA,2.02,93.5565156809794,1
NHMUK_48.1327,Phataginus tricuspis,NA,Africa,Cameroon,50,EN,Arboreal,0,0,NA,8,53.323111232105,1
NHMUK_48.1328,Phataginus tricuspis,NA,Africa,Cameroon,50,EN,Arboreal,0,0,NA,23,28.0046455189319,1
NHMUK_48.1329,Phataginus tricuspis,NA,Africa,Cameroon,50,EN,Arboreal,1,1,NA,23,28.0046455189319,1
NHMUK_48.133,Phataginus tricuspis,NA,Africa,Cameroon,50,EN,Arboreal,1,1,NA,23,28.0046455189319,1
NHMUK_48.1331,Phataginus tricuspis,NA,Africa,Cameroon,50,EN,Arboreal,1,1,NA,23,28.0046455189319,1
NHMUK_48.1332,Phataginus tricuspis,NA,Africa,Cameroon,50,EN,Arboreal,1,1,NA,23,28.0046455189319,1
NHMUK_49.77,Manis crassicaudata,1948,Asia,Sri Lanka,25,EN,Terrestrial,0,0,1940,3.98,14.1622237600625,1
NHMUK_50.2066,Phataginus tricuspis,1946,Africa,Sierra Leone,100,EN,Arboreal,0,0,1940,188.72,0,0
NHMUK_50.29,Manis crassicaudata,1936,Asia,Sri Lanka,25,EN,Terrestrial,0,0,1930,2.66,27.8872105859404,1
NHMUK_50.341,Phataginus tetradactyla,1939,Africa,Nigeria,50,VU,Arboreal,0,0,1930,35.71,6.28124936596203,1
NHMUK_50.751,Manis pentadactyla,1939,Asia,Myanmar,75,CR,Terrestrial,0,0,1930,0.03,100,1
NHMUK_50.752,Manis pentadactyla,1939,Asia,Myanmar,75,CR,Terrestrial,0,0,1930,0.03,100,1
NHMUK_50.753,Manis pentadactyla,1939,Asia,Myanmar,75,CR,Terrestrial,0,0,1930,0.03,100,1
NHMUK_50.758,Manis javanica,1948,Asia,Malaysia,50,CR,Arboreal,0,0,1940,12.22,21.0607138018366,1
NHMUK_51.295,Manis javanica,1932,Asia,Malaysia,100,CR,Arboreal,0,0,1930,1075.93,0,0
NHMUK_51.333,Phataginus tricuspis,1949,Africa,Sierra Leone,50,EN,Arboreal,0,0,1940,10.66,15.236286454472,1
NHMUK_53.658,Manis pentadactyla,NA,Asia,Republic of China,100,CR,Terrestrial,0,0,NA,212.06,0,0
NHMUK_55.326,Manis javanica,1917,Asia,Thailand,100,CR,Arboreal,0,0,1910,10.09,27.726386141316,1
NHMUK_56.61,Phataginus tricuspis,1955,Africa,Sierra Leone,25,EN,Arboreal,0,0,1950,2.4,90.0052214540439,1
NHMUK_57.487,Manis crassicaudata,NA,Asia,Sri Lanka,100,EN,Terrestrial,0,0,NA,256.56,0,0
NHMUK_57.488,Manis crassicaudata,NA,Asia,Sri Lanka,100,EN,Terrestrial,1,1,NA,256.56,0,0
NHMUK_59.269,Phataginus tricuspis,1952,Africa,Sierra Leone,75,EN,Arboreal,0,0,1950,81.78,3.04228592514204,1
NHMUK_61.1095,Smutsia gigantea,1905,Africa,Uganda,25,EN,Terrestrial,0,0,1900,4.92,39.9721530280783,1
NHMUK_61.1096,Smutsia gigantea,1913,Africa,Democratic Republic of the Congo,25,EN,Terrestrial,0,0,1910,62.79,2.97927490679452,1
NHMUK_63.36,Manis pentadactyla,1962,Asia,Nepal,75,CR,Terrestrial,0,0,1960,0.03,100,1
NHMUK_66.3562,Phataginus tricuspis,1965,Africa,Cameroon,25,EN,Arboreal,0,0,1960,2.42,64.7434480284881,1
NHMUK_69.371,Smutsia gigantea,NA,Africa,W. Africa,100,EN,Terrestrial,0,0,NA,1955.82,0,0
NHMUK_69.505,Phataginus tricuspis,NA,Africa,Uganda,100,EN,Arboreal,0,0,NA,3.95,46.5207054034369,1
NHMUK_69.506,Smutsia temminckii,NA,Africa,Uganda,100,VU,Terrestrial,0,0,NA,3.95,68.3360438479097,1
NHMUK_73.1585,Manis pentadactyla,NA,Asia,South China,100,CR,Terrestrial,0,0,NA,1266.57,0,0
NHMUK_76.138,Manis crassicaudata,1935,Asia,Sri Lanka,25,EN,Terrestrial,1,0,1930,2.66,27.8872105859404,1
NHMUK_76.138,Manis crassicaudata,1935,Asia,Sri Lanka,25,EN,Terrestrial,1,1,1930,2.66,27.8872105859404,1
NHMUK_76.141,Manis crassicaudata,NA,Asia,Sri Lanka,100,EN,Terrestrial,1,1,NA,256.56,0,0
NHMUK_76.1813,Phataginus tricuspis,1971,Africa,Ghana,50,EN,Arboreal,0,0,1970,0.7,100,1
NHMUK_79.2034,Phataginus tricuspis,NA,Africa,Central African Republic,100,EN,Arboreal,0,0,NA,787.84,0,0
NHMUK_81.241,Smutsia gigantea,NA,Africa,Central African Republic,100,EN,Terrestrial,0,0,NA,110.96,0,0
NHMUK_81.2687,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,0,0,NA,614.26,0,0
NHMUK_81.2688,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,0,0,NA,1677.15,0,0
NHMUK_81.2689,Manis pentadactyla,NA,Asia,China,100,CR,Terrestrial,1,1,NA,2824.1,0,0
NHMUK_1995.25,Phataginus tetradactyla,1994,Africa,Nigeria,75,VU,Arboreal,0,0,1990,0.03,100,1
NHMUK_1996.314,Phataginus tricuspis,1995,Africa,Nigeria,75,EN,Arboreal,0,0,1990,0.03,100,1
NHMUK_1996.498,Manis pentadactyla,1931,Asia,China,100,CR,Terrestrial,0,0,1930,587.23,0,0
NHMUK_1998.301,Phataginus tetradactyla,1994,Africa,Nigeria,50,VU,Arboreal,0,0,1990,3.25,24.1284407250511,1
NHMUK_1998.302,Phataginus tetradactyla,NA,Africa,Nigeria,25,VU,Arboreal,0,0,NA,0.03,100,1
NHMUK_1999.1,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,0,0,NA,21.74,25.729666240322,1
NHMUK_1999.101,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1999.115,Phataginus tricuspis,1963,Africa,Nigeria,100,EN,Arboreal,0,0,1960,756.06,0,0
NHMUK_1999.116,Phataginus tricuspis,NA,Africa,Nigeria,100,EN,Arboreal,1,0,NA,756.06,0,0
NHMUK_1999.117,Phataginus tricuspis,NA,Africa,Nigeria,100,EN,Arboreal,1,1,NA,756.06,0,0
NHMUK_1999.118,Phataginus tricuspis,NA,Africa,Nigeria,100,EN,Arboreal,1,1,NA,756.06,0,0
NHMUK_1999.119,Phataginus tricuspis,NA,Africa,Nigeria,100,EN,Arboreal,1,1,NA,756.06,0,0
NHMUK_1999.12,Phataginus tricuspis,NA,Africa,Nigeria,100,EN,Arboreal,1,1,NA,756.06,0,0
NHMUK_1999.121,Phataginus tricuspis,NA,Africa,Nigeria,100,EN,Arboreal,1,1,NA,756.06,0,0
NHMUK_1999.122,Phataginus tricuspis,NA,Africa,Nigeria,100,EN,Arboreal,1,1,NA,756.06,0,0
NHMUK_1999.91,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1999.92,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1999.93,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1999.95,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1999.96,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1999.97,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1999.99,Phataginus tricuspis,NA,Africa,Nigeria,50,EN,Arboreal,1,1,NA,21.74,25.729666240322,1
NHMUK_1.11.21.35,Phataginus tetradactyla,1901,Africa,Equatorial Guinea,25,VU,Arboreal,0,0,1900,0.795,49.2068285932425,1
NHMUK_1.4.27.12,Smutsia temminckii,1901,Africa,Malawi,75,VU,Terrestrial,0,0,1900,442.75,0,0
NHMUK_1.5.3.4,Smutsia temminckii,NA,Africa,Zambia,50,VU,Terrestrial,0,0,NA,81.95,0,0
NHMUK_10.6.11.4,Phataginus tricuspis,NA,Africa,Ghana,25,EN,Arboreal,0,0,NA,2.96,76.4027639716153,1
NHMUK_11.6.2.18,Phataginus tricuspis,NA,Africa,Ghana,25,EN,Arboreal,1,1,NA,2.96,76.4027639716153,1
NHMUK_12.10.28.58,Phataginus tricuspis,1911,Africa,Nigeria,75,EN,Arboreal,0,0,1910,64.35,4.40430513414296,1
NHMUK_12.12.3.1,Phataginus tricuspis,NA,Africa,Congo,25,EN,Arboreal,0,0,NA,0.914,100,1
NHMUK_12.12.3.2,Phataginus tricuspis,NA,Africa,Congo,100,EN,Arboreal,0,0,NA,340.5,9.54913765828958,1
NHMUK_14.7.19.238,Manis pentadactyla,NA,Asia,Myanmar,50,CR,Terrestrial,0,0,NA,11.76,28.8873814677121,1
NHMUK_19.5.8.163,Phataginus tricuspis,1914,Africa,Congo,25,EN,Arboreal,0,0,1910,1.22,100,1
NHMUK_19.5.8.164,Phataginus tricuspis,1914,Africa,Congo,25,EN,Arboreal,1,1,1910,1.22,100,1
NHMUK_2.2.14.1,Phataginus tetradactyla,NA,Africa,Sierra Leone,100,VU,Arboreal,0,0,NA,188.72,0,0
NHMUK_2.6.10.63,Manis pentadactyla,NA,Asia,China,100,CR,Terrestrial,1,1,NA,2824.1,0,0
NHMUK_21.10.5.4,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,1,1,NA,1677.15,0,0
NHMUK_21.8.2.27,Manis pentadactyla,1920,Asia,India,75,CR,Terrestrial,1,0,1920,92.64,0,0
NHMUK_22.12.17.248,Smutsia gigantea,NA,Africa,Nigeria,25,EN,Terrestrial,0,0,NA,44.4,5.01029355806002,1
NHMUK_22.12.19.38,Phataginus tricuspis,NA,Africa,Congo,100,EN,Arboreal,0,0,NA,257.73,0,0
NHMUK_25.1.2.262,Smutsia temminckii,1923,Africa,Namibia,50,VU,Terrestrial,0,0,1920,4.66,38.5139867772862,1
NHMUK_25.1.2.263,Smutsia temminckii,NA,Africa,Namibia,100,VU,Terrestrial,0,0,NA,255.89,0,0
NHMUK_25.5.9.1,Smutsia temminckii,NA,Africa,Angola,100,VU,Terrestrial,0,0,NA,897.67,0,0
NHMUK_26.10.4.199,Manis javanica,1926,Asia,Vietnam,75,CR,Arboreal,0,0,1920,17.47,17.252847471883,1
NHMUK_28.7.1.151,Manis javanica,1927,Asia,Vietnam,50,CR,Arboreal,0,0,1920,12.62,23.0380079272272,1
NHMUK_28.9.11.465,Smutsia temminckii,1927,Africa,Namibia,25,VU,Terrestrial,0,0,1920,0.182,0,0
NHMUK_28.9.8.37,Phataginus tricuspis,1928,Africa,Uganda,100,EN,Arboreal,0,0,1920,17.805,28.2603130097038,1
NHMUK_29.4.17.23,Phataginus tetradactyla,1929,Africa,Gabon,25,VU,Arboreal,0,0,1920,2.04,73.0685702004082,1
NHMUK_29.5.29.38,Smutsia gigantea,NA,Africa,Ghana,25,EN,Terrestrial,0,0,NA,3.15,44.9192370517513,1
NHMUK_29.5.29.39,Phataginus tricuspis,NA,Africa,Ghana,100,EN,Arboreal,0,0,NA,385.52,6.72761361131495,1
NHMUK_29.5.29.40,Phataginus tricuspis,NA,Africa,Ghana,100,EN,Arboreal,1,1,NA,385.52,6.72761361131495,1
NHMUK_3.2.6.81,Manis javanica,1901,Asia,Thailand,25,CR,Arboreal,0,0,1900,36.36,4.81309411979053,1
NHMUK_33.4.1.506,Manis pentadactyla,1929,Asia,Vietnam,100,CR,Terrestrial,0,0,1920,31.27,8.17790936805426,1
NHMUK_33.4.1.507,Manis pentadactyla,1929,Asia,Vietnam,100,CR,Terrestrial,1,1,1920,31.27,8.17790936805426,1
NHMUK_33.4.1.508,Manis pentadactyla,NA,Asia,Southeast Asia,100,CR,Terrestrial,0,0,NA,1672.79,0,0
NHMUK_33.4.1.509,Manis pentadactyla,NA,Asia,Vietnam,100,CR,Terrestrial,0,0,NA,920.18,0,0
NHMUK_33.4.1.510,Manis pentadactyla,NA,Asia,Vietnam,100,CR,Terrestrial,1,1,NA,920.18,0,0
NHMUK_34.11.18.9,Phataginus tricuspis,NA,Africa,Congo,25,EN,Arboreal,0,0,NA,1.75,100,1
NHMUK_34.3.4.1,Manis crassicaudata,1933,Asia,Burma,75,EN,Terrestrial,0,0,1930,0.05,0,0
NHMUK_34.6.2.92,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,0,0,NA,3.82,37.3257146169318,1
NHMUK_34.6.2.93,Phataginus tricuspis,1933,Africa,Uganda,25,EN,Arboreal,1,0,1930,3.82,37.3257146169318,1
NHMUK_34.6.2.94,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82,37.3257146169318,1
NHMUK_34.6.2.95,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82,37.3257146169318,1
NHMUK_34.6.2.96,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82,37.3257146169318,1
NHMUK_34.6.2.97,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82,37.3257146169318,1
NHMUK_34.6.2.98,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82,37.3257146169318,1
NHMUK_34.6.2.99,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82,37.3257146169318,1
NHMUK_34.7.4.1,Smutsia temminckii,NA,Africa,South Sudan,25,VU,Terrestrial,0,0,NA,3.63,77.5527067516065,1
NHMUK_34.7.4.2,Smutsia temminckii,NA,Africa,South Sudan,25,VU,Terrestrial,1,1,NA,3.63,77.5527067516065,1
NHMUK_35.10.22.150,Phataginus tetradactyla,NA,Africa,Ghana,25,VU,Arboreal,0,0,NA,1.91,99.1657364882005,1
NHMUK_35.10.22.155,Phataginus tricuspis,1935,Africa,Ghana,25,EN,Arboreal,0,0,1930,2.97,81.6274055255528,1
NHMUK_35.10.22.156,Phataginus tricuspis,1934,Africa,Ghana,25,EN,Arboreal,0,0,1930,1.91,99.1656700883234,1
NHMUK_35.10.22.157,Phataginus tetradactyla,1934,Africa,Ghana,25,VU,Arboreal,1,0,1930,1.91,99.1657364882005,1
NHMUK_35.12.18.3,Smutsia gigantea,1935,Africa,South Sudan,100,EN,Terrestrial,0,0,1930,145.39,0,0
NHMUK_35.9.1.847,Smutsia temminckii,1929,Africa,Namibia,25,VU,Terrestrial,0,0,1920,0.396,100,1
NHMUK_35.9.1.848,Smutsia temminckii,1929,Africa,Namibia,50,VU,Terrestrial,0,0,1920,210.08,0,0
NHMUK_37.6.10.1,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,1,1,NA,1677.15,0,0
NHMUK_37.9.1.847,Smutsia temminckii,NA,Africa,Namibia,25,VU,Terrestrial,1,0,NA,0.396,100,1
NHMUK_38.9.7.57,Manis pentadactyla,1932,Asia,China,100,CR,Terrestrial,0,0,1930,32.26,7.63658690291345,1
NHMUK_38.9.7.58,Manis pentadactyla,NA,Asia,China,100,CR,Terrestrial,1,0,NA,32.26,7.63658690291345,1
NHMUK_4.3.27.1,Phataginus tetradactyla,NA,Africa,Nigeria,25,VU,Arboreal,0,0,NA,7.45,26.5454828628393,1
NHMUK_4.6.9.14,Phataginus tricuspis,1846,Africa,Ghana,75,EN,Arboreal,1,0,1840,2.25,66.7208724850553,1
NHMUK_43.1.12.85,Manis pentadactyla,NA,Asia,Nepal,100,CR,Terrestrial,0,0,NA,467.05,0,0
NHMUK_43.2.23.2,Phataginus tricuspis,NA,Africa,W. Africa,100,EN,Arboreal,0,0,NA,1955.82,0,0
NHMUK_45.1.12.462,Manis pentadactyla,NA,Asia,Nepal,100,CR,Terrestrial,1,1,NA,467.05,0,0
NHMUK_46.5.13.18,Phataginus tricuspis,NA,Africa,W. Africa,100,EN,Arboreal,1,1,NA,1955.82,0,0
NHMUK_48.6.11.7,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,0,0,NA,74.41,0,0
NHMUK_48.7.11.5,Phataginus tricuspis,NA,Africa,W. Africa,100,EN,Arboreal,1,1,NA,1955.82,0,0
NHMUK_51.11.6.2,Phataginus tricuspis,NA,Africa,Gabon,100,EN,Arboreal,0,0,NA,381.24,11.631323584129,1
NHMUK_52.3.24.2,Smutsia temminckii,NA,Africa,South Africa,50,VU,Terrestrial,0,0,NA,1184.88,0,0
NHMUK_57.1.22.8,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,1,1,NA,1677.15,0,0
NHMUK_58.6.24.34,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,1,1,NA,74.41,0,0
NHMUK_58.6.24.35,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,1,1,NA,74.41,0,0
NHMUK_6.11.6.41,Manis javanica,NA,Asia,Vietnam,25,CR,Arboreal,0,0,NA,0.31,92.8773942861361,1
NHMUK_6.3.8.52,Phataginus tricuspis,NA,Africa,Uganda,50,EN,Arboreal,0,0,NA,5.65,39.068074169749,1
NHMUK_63.2.13.23,Phataginus tetradactyla,NA,Africa,W. Africa,75,VU,Arboreal,1,1,NA,1955.82,0,0
NHMUK_64.12.1.10,Phataginus tetradactyla,NA,Africa,W. Africa,100,VU,Arboreal,1,1,NA,1955.82,0,0
NHMUK_65.3.30.3,Smutsia gigantea,NA,Africa,W. Africa,100,EN,Terrestrial,1,1,NA,1955.82,0,0
NHMUK_65.3.30.9,Phataginus tricuspis,NA,Africa,Equatorial Guinea,100,EN,Arboreal,0,0,NA,50.4,6.70853662040524,1
NHMUK_67.5.31.3,Phataginus tetradactyla,NA,Africa,W. Africa,100,VU,Arboreal,1,1,NA,1955.82,0,0
NHMUK_69.5.13.5,Smutsia gigantea,NA,Africa,Ghana,50,EN,Terrestrial,0,0,NA,8.09,18.720894132848102,1
NHMUK_7.1.2.5,Phataginus tricuspis,NA,Africa,Congo,25,EN,Arboreal,0,0,NA,2.12,100,1
NHMUK_7.11.19.5,Phataginus tricuspis,NA,Africa,Nigeria,75,EN,Arboreal,1,0,NA,64.35,4.40430513414296,1
NHMUK_7.7.3.25,Manis pentadactyla,1900,Asia,China,75,CR,Terrestrial,0,0,1900,50.3,3.38600908527308,1
NHMUK_72.11.13.1,Manis pentadactyla,1868,Asia,China,100,CR,Terrestrial,0,0,1860,167.98,0,0
NHMUK_72.11.13.2,Manis pentadactyla,NA,Asia,Taiwan,100,CR,Terrestrial,0,0,NA,218.3,0,0
NHMUK_72.11.13.3,Manis pentadactyla,NA,Asia,Taiwan,100,CR,Terrestrial,1,1,NA,218.3,0,0
NHMUK_72.11.13.4,Manis pentadactyla,1867,Asia,China,50,CR,Terrestrial,0,0,1860,46.93,3.8720493051645,1
NHMUK_72.11.13.5,Manis pentadactyla,NA,Asia,China,50,CR,Terrestrial,1,0,NA,46.93,3.8720493051645,1
NHMUK_72.11.13.6,Manis pentadactyla,NA,Asia,China,50,CR,Terrestrial,1,1,NA,46.93,3.8720493051645,1
NHMUK_72.11.13.7,Manis pentadactyla,1867,Asia,China,50,CR,Terrestrial,1,1,1860,46.93,3.8720493051645,1
NHMUK_72.11.13.8,Manis pentadactyla,1868,Asia,China,100,CR,Terrestrial,1,1,1860,167.98,0,0
NHMUK_77.3.14.8,Manis crassicaudata,NA,Asia,Sri Lanka,50,EN,Terrestrial,0,0,NA,5.63,16.8602692516064,1
NHMUK_78.6.17.14,Manis javanica,NA,Asia,Cambodia,100,CR,Arboreal,0,0,NA,421.25,0,0
NHMUK_79.11.21.646,Manis pentadactyla,NA,Asia,Bangladesh,100,CR,Terrestrial,0,0,NA,477.63,0,0
NHMUK_79.11.21.647,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,0,0,NA,594.96,0,0
NHMUK_79.11.21.648,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,1,NA,594.96,0,0
NHMUK_79.11.21.649,Manis javanica,NA,Asia,Indonesia,25,CR,Arboreal,0,0,NA,4.09,25.4203699481065,1
NHMUK_79.11.21.650,Manis javanica,NA,Asia,Indonesia,25,CR,Arboreal,1,1,NA,4.09,25.4203699481065,1
NHMUK_79.11.21.651,Manis pentadactyla,NA,Asia,India,25,CR,Terrestrial,0,0,NA,5.11,21.4903414532266,1
NHMUK_79.8.30.9,Manis javanica,NA,Asia,Borneo,100,CR,Arboreal,0,0,NA,722.82,0,0
NHMUK_8.10.27.5,Phataginus tricuspis,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82,37.3257146169318,1
NHMUK_81.6.30.5,Manis javanica,NA,Asia,Cambodia,100,CR,Arboreal,1,1,NA,421.25,0,0
NHMUK_82.7.24.5,Manis javanica,NA,Asia,Indonesia,75,CR,Arboreal,0,0,NA,201.38,0,0
NHMUK_85.8.1.366,Manis javanica,1875,Asia,Myanmar,25,CR,Arboreal,0,0,1870,0.794,36.9370860553502,1
NHMUK_9.1.5.856,Manis javanica,1907,Asia,Indonesia,75,CR,Arboreal,0,0,1900,10.05,21.0235664629355,1
NHMUK_9.1.5.857,Manis javanica,1907,Asia,Indonesia,75,CR,Arboreal,1,1,1900,10.05,21.0235664629355,1
NHMUK_9.1.5.858,Manis javanica,1907,Asia,Indonesia,75,CR,Arboreal,0,0,1900,11.24,19.3473603069344,1
NHMUK_9.1.5.859,Manis javanica,1908,Asia,Indonesia,75,CR,Arboreal,0,0,1900,10.125,19.4677523130809,1
NHMUK_9.1.5.860,Manis javanica,1908,Asia,Indonesia,25,CR,Arboreal,0,0,1900,21.29,10.7143739189792,1
NHMUK_9.8.18.2,Phataginus tricuspis,NA,Africa,Sierra Leone,100,EN,Arboreal,1,0,NA,188.72,0,0
NHMUK_90.6.8.35,Smutsia temminckii,NA,Africa,Tanzania,25,VU,Terrestrial,0,0,NA,73.15,0,0
NHMUK_91.1.31.1,Manis crassicaudata,NA,Asia,India,50,EN,Terrestrial,0,0,NA,16.7,24.1349755891803,1
NHMUK_92.8.1.67,Smutsia temminckii,NA,Africa,Mozambique,50,VU,Terrestrial,0,0,NA,301.44,0,0
NHMUK_92.9.4.12,Manis javanica,1892,Asia,Malaysia,75,CR,Arboreal,0,0,1890,54.83,2.37616796815087,1
NHMUK_93.7.9.18,Smutsia temminckii,NA,Africa,Malawi,75,VU,Terrestrial,0,0,NA,11.44,52.7165604890992,1
NHMUK_95.7.17.1,Phataginus tricuspis,NA,Africa,Nigeria,25,EN,Arboreal,0,0,NA,7.45,54.6533201582999,1
NHMUK_96.1.10.1,Smutsia temminckii,NA,Africa,South Africa,50,VU,Terrestrial,1,1,NA,1184.88,0,0
NHMUK_97.3.11.1,Smutsia temminckii,NA,Africa,South Africa,50,VU,Terrestrial,1,1,NA,1184.88,0,0
NHMUK_98.10.21.5,Manis javanica,1879,Asia,Thailand,75,CR,Arboreal,0,0,1870,81.39,0,0
NHMUK_98.10.5.49,Manis javanica,1897,Asia,Thailand,100,CR,Arboreal,0,0,1890,103.66,0,0
NHMUK_98.8.3.6,Manis javanica,1898,Asia,Malaysia,100,CR,Arboreal,0,0,1890,118.9,0,0
NHMUK_no reg 1,Smutsia gigantea,1946,Africa,Sierra Leone,75,EN,Terrestrial,0,0,1940,3.08,48.384046727089,1
NHMUK_no reg 10,Manis javanica,NA,Asia,Singapore,25,CR,Arboreal,0,0,NA,32.21,6.02731530236846,1
NHMUK_no reg 11,Smutsia gigantea,NA,Africa,W. Africa,100,EN,Terrestrial,1,1,NA,1955.82,0,0
NHMUK_no reg 12,Phataginus tetradactyla,NA,Africa,W. Africa,100,VU,Arboreal,1,1,NA,1955.82,0,0
OMNH_659,Manis crassicaudata,1965,Asia,Pakistan,75,EN,Terrestrial,0,0,1960,3.036,27.7408554574595,1
FMNH_92879,Manis crassicaudata,1959,Asia,Sri Lanka,75,EN,Terrestrial,0,0,1950,3.51,19.4975800469434,1
FMNH_82823,Manis crassicaudata,1922,Asia,India,75,EN,Terrestrial,0,0,1920,3.69,87.9138090240361,1
KU_26648,Manis crassicaudata,1944,Asia,Sri Lanka,75,EN,Terrestrial,0,0,1940,4.64,23.6262456662279,1
FMNH_98264,Manis crassicaudata,1963,Asia,Sri Lanka,75,EN,Terrestrial,0,0,1960,13.8,12.3975092254807,1
MCZ_BOM-5305,Manis crassicaudata,1810,Asia,India,75,EN,Terrestrial,0,0,1810,60.957,0,0
MHNG_MHNG-MAM-1496.018,Manis crassicaudata,1977,Asia,Pakistan,75,EN,Terrestrial,0,0,1970,88.35,0,0
AMNH_M-34255,Manis crassicaudata,1910,Asia,Sri Lanka,50,EN,Terrestrial,0,0,1910,4.65,16.4980791286125,1
