RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km,Percent_overlap,binomial_overlap
MHNG_MHNG-MAM-601.074,Smutsia gigantea,NA,Africa,Sierra Leone,75,EN,Terrestrial,0,0,NA,8.76,23.1985606913305,1
MHNG_MHNG-MAM-601.080,Smutsia gigantea,NA,Africa,Sierra Leone,75,EN,Terrestrial,1,1,NA,8.76,23.1985606913305,1
RBINS_302,Smutsia temminckii,NA,Africa,South Africa,75,VU,Terrestrial,0,0,NA,120,0,0
RBINS_302B,Smutsia temminckii,NA,Africa,South Africa,75,VU,Terrestrial,1,1,NA,120,0,0
AWMM_LM212,Smutsia temminckii,NA,Africa,Namibia,100,VU,Terrestrial,0,0,NA,736.75,0,0
AMNH_M-90095,Smutsia temminckii,NA,Africa,Angola,100,VU,Terrestrial,1,1,NA,879.68,0,0
O_18154,Smutsia temminckii,NA,Africa,South Africa,50,VU,Terrestrial,1,1,NA,1184.88,0,0
O_18155,Smutsia gigantea,NA,Africa,West Africa,75,EN,Terrestrial,1,1,NA,1955.82,0,0
TM_17137,Smutsia temminckii,1970,Africa,Namibia,25,VU,Terrestrial,0,0,1970,1,100,1
MNHN_MO-1948-501,Smutsia temminckii,NA,Africa,Central African Republic,25,VU,Terrestrial,0,0,NA,1.8,43.8261995771378,1
USNM_256926,Smutsia temminckii,1928,Africa,Namibia,50,VU,Terrestrial,0,0,1920,2.81,59.9102964701329,1
USNM_368617,Smutsia temminckii,1964,Africa,Zimbabwe,75,VU,Terrestrial,0,0,1960,6.54,80.9339011022999,1
IICT_CZ000001554,Smutsia temminckii,1955,Africa,Mozambique,75,VU,Terrestrial,0,0,1950,8.44,65.2917009016835,1
HSU_3201,Smutsia temminckii,NA,Africa,South Africa,75,VU,Terrestrial,0,0,NA,50.68,9.60692710798265,1
MHNG_MHNG-MAM-1492.037,Smutsia temminckii,NA,Africa,Angola,75,VU,Terrestrial,0,0,NA,129.21,0,0
DMNS_DMNS:Mamm:6180,Smutsia temminckii,1969,Africa,Botswana,25,VU,Terrestrial,0,0,1960,193.121,0,0
UMZC_E.1275,Smutsia temminckii,1970,Africa,Zambia,75,VU,Terrestrial,0,0,1970,5.825,68.3266089911378,1
MNHN_AC-VI-253,Smutsia gigantea,1850,Africa,Togo,100,EN,Terrestrial,1,0,1850,291.11,0,0
MCZ_5957,Smutsia temminckii,1700,Africa,Namibia,100,VU,Terrestrial,1,0,1700,950.45,0,0
