WKT,RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km
"POLYGON ((12.3872575859939 -4.25909656621858,12.3835735114535 -4.28524988759112,12.3785127674233 -4.311169301479,12.3720898647457 -4.33678091509508,12.3643233449876 -4.36201177005816,12.3552357192865 -4.38679007303959,12.3448533931106 -4.41104542185464,12.3332065772901 -4.43470902604744,12.3203291857497 -4.45771392105314,12.3062587204419 -4.47999517506167,12.2910361440448 -4.50149008775414,12.2747057410519 -4.52213838013455,12.2573149679338 -4.54188237473648,12.2389142931043 -4.56066716554495,12.2195570274693 -4.57844077703879,12.1992991463727 -4.59515431182581,12.1781991037888 -4.61076208641369,12.1563176396349 -4.6252217547309,12.1337175810982 -4.63849441908511,12.1104636388814 -4.65054472831935,12.0866221992817 -4.66134096299975,12.0622611130117 -4.67085510754023,12.037449481668 -4.67906290924033,12.0122574427381 -4.6859439242808,11.986755954016 -4.69148155078718,11.961016578276 -4.69566304913424,11.9351112690189 -4.69847954972312,11.9091121580749 -4.69992604851762,11.8830913458064 -4.70000139067684,11.8571206946114 -4.69870824266662,11.8312716263839 -4.69605305327344,11.805614924538 -4.69204600397964,11.7802205411521 -4.68670094918925,11.7551574097407 -4.68003534681907,11.7304932641038 -4.67207017978893,11.7062944636562 -4.6628298689598,11.6826258255823 -4.65234217807807,11.659550464114 -4.6406381112884,11.6371296371739 -4.62775180377765,11.6154226005827 -4.61372040610764,11.5944864699787 -4.59858396278577,11.5743760905552 -4.58238528560995,11.5551439146799 -4.5651698223083,11.5368398874224 -4.54698552097507,11.5195113399814 -4.52788269078264,11.5032028909702 -4.50791385942561,11.4879563554969 -4.48713362772735,11.4738106619439 -4.46559852181258,11.4608017763409 -4.44336684322165,11.4489626342022 -4.42049851731392,11.4383230796915 -4.39705494027931,11.4289098119678 -4.37309882504913,11.4207463385611 -4.34869404636999,11.4138529356257 -4.32390548527846,11.4082466149211 -4.2987988731893,11.4039410973744 -4.27344063578723,11.4009467930872 -4.24789773689106,11.3992707876586 -4.22223752244024,11.3989168347089 -4.19652756473779,11.3998853545025 -4.17083550706972,11.4021734385824 -4.14522890881036,11.4057748603471 -4.11977509111515,11.410680091516 -4.09454098329731,11.4168763244479 -4.06959296998317,11.4243475002928 -4.04499673914178,11.4330743429764 -4.02081713108863,11.4430343990301 -3.99711798857031,11.4542020832969 -3.97396200804661,11.4665487305536 -3.95141059229914,11.4800426531059 -3.92952370451023,11.4946492044176 -3.90835972397325,11.5103308488455 -3.88797530361464,11.5270472375562 -3.86842522952862,11.5447552906989 -3.84976228274846,11.5634092859129 -3.83203710350107,11.5829609532379 -3.81529805821675,11.6033595764907 -3.79959110958988,11.6245521011598 -3.78495969001204,11.6464832488539 -3.77144457872259,11.6690956383214 -3.75908378304644,11.692329913038 -3.74791242411055,11.7161248753309 -3.7379626274522,11.7404176269827 -3.72926341895123,11.7651437162241 -3.72184062653479,11.7902372909904 -3.7157167881177,11.8156312582788 -3.71091106625217,11.8412574494049 -3.70743916996807,11.8670467909125 -3.7053132842889,11.8929294808505 -3.70454200790824,11.918835170081 -3.70513029950657,11.9446931482413 -3.70707943317966,11.9704325339333 -3.71038696343554,11.9959824686681 -3.71504670019851,12.0212723140481 -3.72104869423514,12.0462318516237 -3.72837923338884,12.0707914848179 -3.73702084997587,12.0948824422732 -3.74695233965797,12.1184369819319 -3.75814879206381,12.1413885951313 -3.77058163338398,12.1636722099584 -3.78421868111325,12.185224393082 -3.79902421105829,12.2059835492594 -3.81495903667002,12.2258901176912 -3.83198060069843,12.2448867643882 -3.85004307910258,12.262918569705 -3.86909749708218,12.2799332101928 -3.889091857029,12.2958811339271 -3.90997127812686,12.3107157284771 -3.93167814725965,12.3243934806999 -3.95415228081741,12.3368741275623 -3.97733109692181,12.3481207972271 -4.00114979752574,12.3581001396686 -4.02554155977668,12.3667824461306 -4.0504377359714,12.3741417567787 -4.07576806137127,12.3801559559588 -4.10146086909226,12.3848068545229 -4.12744331123414,12.3880802587522 -4.15364158536783,12.3899660254682 -4.17998116546064,12.3904581029956 -4.20638703628531,12.3895545577117 -4.23278393033164,12.3872575859939 -4.25909656621858))",NHMUK_39.2645,Phataginus tricuspis,,Africa,Congo,75,VU,Arboreal,"0","0",,101.46
"POLYGON ((9.31700839503895 5.46964395342792,9.31713471786284 5.46873575069746,9.3172134099934 5.46782216679424,9.31724425594772 5.4669057097451,9.31722717179961 5.46598889542016,9.31716220540282 5.46507424059387,9.31704953624854 5.46416425600458,9.31688947495795 5.46326143943185,9.31668246241092 5.46236826881098,9.31642906851394 5.46148719540415,9.31612999061068 5.46062063704729,9.31578605153967 5.45977097149136,9.3153981973453 5.45894052985695,9.31496749464807 5.45813159022021,9.31449512768243 5.45734637134809,9.31398239501012 5.45658702660015,9.31343070591882 5.45585563801407,9.3128415765165 5.45515421059094,9.31221662553232 5.45448466679625,9.31155756983638 5.4538488412917,9.31086621969087 5.45324847591206,9.31014447374625 5.45268521490109,9.30939431379665 5.4521606004192,9.30861779930897 5.45167606833513,9.30781706174164 5.45123294431297,9.30699429866872 5.45083244020499,9.3061517677256 5.45047565075983,9.30529178039369 5.45016355065486,9.30441669564122 5.44989699186035,9.30352891343757 5.44967670134232,9.30263086815967 5.44950327911009,9.30172502190834 5.44937719661317,9.30081385775295 5.44929879549172,9.29989987292337 5.4492682866833,9.29898557196738 5.44928574988802,9.29807345989293 5.4493511333931,9.29716603531316 5.4494642542567,9.29626578361354 5.44962479885021,9.29537517015945 5.44983232375704,9.29449663356233 5.45008625702489,9.29363257902313 5.45038589976786,9.29278537177046 5.45073042811349,9.29195733061157 5.45111889548907,9.29115072161302 5.45155023524072,9.29036775192837 5.4520232635777,9.2896105637891 5.45253668283371,9.28888122867476 5.45308908503605,9.28818174167842 5.45367895577268,9.28751401608131 5.45430467834663,9.28687987815234 5.4549645382061,9.28628106218514 5.45565672763836,9.28571920578663 5.45637935071448,9.28519584542898 5.45713042847157,9.28471241227689 5.45790790431841,9.28427022830146 5.45870964964976,9.28387050269041 5.45953346965452,9.28351432856466 5.46037710930173,9.28320268000943 5.46123825948861,9.28293640942803 5.46211456333399,9.28271624522529 5.46300362260035,9.28254278982662 5.46390300422728,9.28241651803805 5.46481024695878,9.28233777575169 5.46572286804689,9.28230677900002 5.46663837001356,9.28232361336134 5.4675542474528,9.28238823371869 5.46846799385483,9.28250046437211 5.4693771084342,9.28265999950476 5.47027910294337,9.28286640400144 5.47117150845373,9.28311911461758 5.47205188208581,9.2834174414957 5.47291781367057,9.28376057002564 5.47376693232408,9.28414756304348 5.47459691291773,9.28457736336395 5.47540548242663,9.2850487966392 5.47619042613905,9.28556057453726 5.4769495937101,9.28611129823109 5.47768090504331,9.28669946218983 5.478382355984,9.28732345826192 5.47905202380897,9.28798158003951 5.47968807249768,9.28867202749258 5.48028875777006,9.28939291186076 5.48085243187756,9.29014226078955 5.48137754813379,9.29091802369776 5.48186266517248,9.29171807736139 5.48230645092064,9.29254023169944 5.48270768627601,9.29338223574587 5.48306526847822,9.2942417837921 5.48337821416432,9.29511652168282 5.48364566209966,9.29600405324891 5.48386687557661,9.2969019468595 5.48404124447372,9.2978077420755 5.48416828696962,9.29871895638662 5.4842476509062,9.29963309201354 5.4842791147971,9.30054764275629 5.48426258847812,9.30146010087017 5.48419811339733,9.30236796395083 5.48408586254368,9.30326874180843 5.48392614001376,9.30415996331293 5.48371938021747,9.30503918319094 5.48346614672439,9.30590398875536 5.48316713075355,9.30675200654914 5.48282314931036,9.30758090888467 5.48243514297555,9.30838842026004 5.48200417335173,9.30917232363514 5.48153142017446,9.30993046654878 5.48101817809533,9.31066076706061 5.48046585314585,9.31136121950059 5.47987595889165,9.3120299000098 5.47925011228738,9.31266497185715 5.47859002924374,9.3132646905168 5.47789751991871,9.31382740849171 5.47717448374603,9.31435157987015 5.47642290421455,9.31483576460167 5.47564484341308,9.31527863248075 5.4748424363557,9.3156789668266 5.47401788510353,9.31603566784895 5.47317345269925,9.31634775568977 5.47231145693123,9.31661437313285 5.47143426394501,9.31683478797305 5.47054428171972,9.31700839503895 5.46964395342792))",NHMUK_39.2647,Phataginus tetradactyla,,Africa,Cameroon,50,VU,Arboreal,"0","0",,3.82
"POLYGON ((108.600715062835 -6.72665253809338,108.600902406653 -6.7292907548819,108.600951481838 -6.73193516137314,108.600862150667 -6.73457852516838,108.600634653142 -6.73721361642456,108.600269606394 -6.73983322750158,108.599768003054 -6.74243019255407,108.599131208622 -6.74499740701535,108.598360957828 -6.7475278469223,108.597459349994 -6.75001458802949,108.596428843406 -6.75245082466183,108.595272248725 -6.75482988825546,108.59399272143 -6.75714526553724,108.592593753331 -6.75939061629412,108.591079163168 -6.76155979068462,108.589453086313 -6.76364684604566,108.587719963614 -6.76564606314925,108.585884529398 -6.76755196186481,108.583951798671 -6.76935931618437,108.581927053545 -6.77106316856934,108.57981582893 -6.77265884357942,108.577623897522 -6.77414196074567,108.575357254139 -6.77550844665201,108.573022099428 -6.77675454619105,108.570624823007 -6.77787683296249,108.568171986066 -6.77887221878442,108.565670303493 -6.77973796229013,108.563126625553 -6.78047167658537,108.560547919192 -6.78107133594361,108.557941248988 -6.78153528151914,108.555313757836 -6.78186222606068,108.552672647379 -6.78205125761073,108.550025158279 -6.78210184217864,108.547378550347 -6.78201382537813,108.544740082615 -6.78178743302295,108.542116993379 -6.78142327067706,108.539516480296 -6.78092232215884,108.536945680562 -6.78028594700146,108.534411651251 -6.77951587687476,108.531921349854 -6.7786142109769,108.529481615076 -6.77758341040663,108.527099147952 -6.77642629153055,108.524780493328 -6.77514601836208,108.522532021759 -6.773746093972,108.520359911881 -6.77223035095323,108.518270133304 -6.77060294096534,108.516268430074 -6.76886832338659,108.514360304752 -6.76703125310471,108.512551003156 -6.76509676747937,108.510845499811 -6.76307017251231,108.509248484146 -6.76095702826322,108.507764347476 -6.75876313355187,108.506397170816 -6.75649450998892,108.50515071355 -6.75415738538017,108.504028402994 -6.75175817655059,108.503033324885 -6.74930347163649,108.502168214819 -6.74680001189557,108.50143545066 -6.74425467308622,108.500837045955 -6.74167444646875,108.500374644353 -6.73906641948209,108.50004951507 -6.73643775615091,108.499862549383 -6.73379567727861,108.499814258189 -6.7311474404822,108.499904770623 -6.72850032012598,108.50013383374 -6.72586158721065,108.500500813257 -6.72323848927502,108.501004695366 -6.72063823036722,108.501644089602 -6.71806795114204,108.502417232749 -6.71553470914079,108.503321993798 -6.71304545930922,108.504355879914 -6.71060703480852,108.50551604341 -6.7082261281733,108.506799289707 -6.70590927286949,108.508202086248 -6.70366282530367,108.509720572348 -6.70149294733423,108.511350569951 -6.69940558933284,108.513087595252 -6.69740647384333,108.514926871166 -6.69550107988301,108.516863340597 -6.69369462792971,108.51889168047 -6.69199206563554,108.521006316491 -6.69039805430635,108.523201438588 -6.68891695618345,108.525471016985 -6.6875528225619,108.527808818878 -6.68630938277698,108.530208425647 -6.68519003408819,108.532663250568 -6.68419783248718,108.535166556974 -6.68333548445367,108.537711476808 -6.68260533968037,108.540291029518 -6.68200938478538,108.542898141252 -6.68154923802748,108.54552566428 -6.68122614503728,108.548166396607 -6.68104097557381,108.550813101715 -6.68099422131387,108.553458528383 -6.68108599467803,108.556095430521 -6.68131602869481,108.558716586985 -6.68168367790139,108.561314821295 -6.68218792027659,108.563883021222 -6.68282736019902,108.566414158174 -6.6836002324206,108.568901306353 -6.68450440704286,108.571337661598 -6.6855373954809,108.573716559902 -6.68669635739741,108.57603149552 -6.68797810858626,108.578276138644 -6.6893791297832,108.580444352583 -6.69089557637846,108.582530210411 -6.69252328900403,108.584528011039 -6.6942578049659,108.586432294664 -6.69609437048973,108.588237857557 -6.69802795374613,108.589939766156 -6.70005325861996,108.591533370418 -6.70216473918608,108.593014316403 -6.70435661485242,108.594378558053 -6.70662288612943,108.595622368141 -6.70895735098346,108.596742348354 -6.71135362173038,108.597735438487 -6.71380514242414,108.598598924725 -6.71630520669401,108.599330446993 -6.71884697598307,108.599928005353 -6.72142349813939,108.600389965426 -6.72402772631087,108.600715062835 -6.72665253809338))",NHMUK_39.2648,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,"0","0",1920,7.23
"POLYGON ((108.600715062835 -6.72665253809338,108.600902406653 -6.7292907548819,108.600951481838 -6.73193516137314,108.600862150667 -6.73457852516838,108.600634653142 -6.73721361642456,108.600269606394 -6.73983322750158,108.599768003054 -6.74243019255407,108.599131208622 -6.74499740701535,108.598360957828 -6.7475278469223,108.597459349994 -6.75001458802949,108.596428843406 -6.75245082466183,108.595272248725 -6.75482988825546,108.59399272143 -6.75714526553724,108.592593753331 -6.75939061629412,108.591079163168 -6.76155979068462,108.589453086313 -6.76364684604566,108.587719963614 -6.76564606314925,108.585884529398 -6.76755196186481,108.583951798671 -6.76935931618437,108.581927053545 -6.77106316856934,108.57981582893 -6.77265884357942,108.577623897522 -6.77414196074567,108.575357254139 -6.77550844665201,108.573022099428 -6.77675454619105,108.570624823007 -6.77787683296249,108.568171986066 -6.77887221878442,108.565670303493 -6.77973796229013,108.563126625553 -6.78047167658537,108.560547919192 -6.78107133594361,108.557941248988 -6.78153528151914,108.555313757836 -6.78186222606068,108.552672647379 -6.78205125761073,108.550025158279 -6.78210184217864,108.547378550347 -6.78201382537813,108.544740082615 -6.78178743302295,108.542116993379 -6.78142327067706,108.539516480296 -6.78092232215884,108.536945680562 -6.78028594700146,108.534411651251 -6.77951587687476,108.531921349854 -6.7786142109769,108.529481615076 -6.77758341040663,108.527099147952 -6.77642629153055,108.524780493328 -6.77514601836208,108.522532021759 -6.773746093972,108.520359911881 -6.77223035095323,108.518270133304 -6.77060294096534,108.516268430074 -6.76886832338659,108.514360304752 -6.76703125310471,108.512551003156 -6.76509676747937,108.510845499811 -6.76307017251231,108.509248484146 -6.76095702826322,108.507764347476 -6.75876313355187,108.506397170816 -6.75649450998892,108.50515071355 -6.75415738538017,108.504028402994 -6.75175817655059,108.503033324885 -6.74930347163649,108.502168214819 -6.74680001189557,108.50143545066 -6.74425467308622,108.500837045955 -6.74167444646875,108.500374644353 -6.73906641948209,108.50004951507 -6.73643775615091,108.499862549383 -6.73379567727861,108.499814258189 -6.7311474404822,108.499904770623 -6.72850032012598,108.50013383374 -6.72586158721065,108.500500813257 -6.72323848927502,108.501004695366 -6.72063823036722,108.501644089602 -6.71806795114204,108.502417232749 -6.71553470914079,108.503321993798 -6.71304545930922,108.504355879914 -6.71060703480852,108.50551604341 -6.7082261281733,108.506799289707 -6.70590927286949,108.508202086248 -6.70366282530367,108.509720572348 -6.70149294733423,108.511350569951 -6.69940558933284,108.513087595252 -6.69740647384333,108.514926871166 -6.69550107988301,108.516863340597 -6.69369462792971,108.51889168047 -6.69199206563554,108.521006316491 -6.69039805430635,108.523201438588 -6.68891695618345,108.525471016985 -6.6875528225619,108.527808818878 -6.68630938277698,108.530208425647 -6.68519003408819,108.532663250568 -6.68419783248718,108.535166556974 -6.68333548445367,108.537711476808 -6.68260533968037,108.540291029518 -6.68200938478538,108.542898141252 -6.68154923802748,108.54552566428 -6.68122614503728,108.548166396607 -6.68104097557381,108.550813101715 -6.68099422131387,108.553458528383 -6.68108599467803,108.556095430521 -6.68131602869481,108.558716586985 -6.68168367790139,108.561314821295 -6.68218792027659,108.563883021222 -6.68282736019902,108.566414158174 -6.6836002324206,108.568901306353 -6.68450440704286,108.571337661598 -6.6855373954809,108.573716559902 -6.68669635739741,108.57603149552 -6.68797810858626,108.578276138644 -6.6893791297832,108.580444352583 -6.69089557637846,108.582530210411 -6.69252328900403,108.584528011039 -6.6942578049659,108.586432294664 -6.69609437048973,108.588237857557 -6.69802795374613,108.589939766156 -6.70005325861996,108.591533370418 -6.70216473918608,108.593014316403 -6.70435661485242,108.594378558053 -6.70662288612943,108.595622368141 -6.70895735098346,108.596742348354 -6.71135362173038,108.597735438487 -6.71380514242414,108.598598924725 -6.71630520669401,108.599330446993 -6.71884697598307,108.599928005353 -6.72142349813939,108.600389965426 -6.72402772631087,108.600715062835 -6.72665253809338))",NHMUK_39.265,Manis javanica,,Asia,Indonesia,25,CR,Arboreal,"1","0",,7.23
"POLYGON ((108.600715062835 -6.72665253809338,108.600902406653 -6.7292907548819,108.600951481838 -6.73193516137314,108.600862150667 -6.73457852516838,108.600634653142 -6.73721361642456,108.600269606394 -6.73983322750158,108.599768003054 -6.74243019255407,108.599131208622 -6.74499740701535,108.598360957828 -6.7475278469223,108.597459349994 -6.75001458802949,108.596428843406 -6.75245082466183,108.595272248725 -6.75482988825546,108.59399272143 -6.75714526553724,108.592593753331 -6.75939061629412,108.591079163168 -6.76155979068462,108.589453086313 -6.76364684604566,108.587719963614 -6.76564606314925,108.585884529398 -6.76755196186481,108.583951798671 -6.76935931618437,108.581927053545 -6.77106316856934,108.57981582893 -6.77265884357942,108.577623897522 -6.77414196074567,108.575357254139 -6.77550844665201,108.573022099428 -6.77675454619105,108.570624823007 -6.77787683296249,108.568171986066 -6.77887221878442,108.565670303493 -6.77973796229013,108.563126625553 -6.78047167658537,108.560547919192 -6.78107133594361,108.557941248988 -6.78153528151914,108.555313757836 -6.78186222606068,108.552672647379 -6.78205125761073,108.550025158279 -6.78210184217864,108.547378550347 -6.78201382537813,108.544740082615 -6.78178743302295,108.542116993379 -6.78142327067706,108.539516480296 -6.78092232215884,108.536945680562 -6.78028594700146,108.534411651251 -6.77951587687476,108.531921349854 -6.7786142109769,108.529481615076 -6.77758341040663,108.527099147952 -6.77642629153055,108.524780493328 -6.77514601836208,108.522532021759 -6.773746093972,108.520359911881 -6.77223035095323,108.518270133304 -6.77060294096534,108.516268430074 -6.76886832338659,108.514360304752 -6.76703125310471,108.512551003156 -6.76509676747937,108.510845499811 -6.76307017251231,108.509248484146 -6.76095702826322,108.507764347476 -6.75876313355187,108.506397170816 -6.75649450998892,108.50515071355 -6.75415738538017,108.504028402994 -6.75175817655059,108.503033324885 -6.74930347163649,108.502168214819 -6.74680001189557,108.50143545066 -6.74425467308622,108.500837045955 -6.74167444646875,108.500374644353 -6.73906641948209,108.50004951507 -6.73643775615091,108.499862549383 -6.73379567727861,108.499814258189 -6.7311474404822,108.499904770623 -6.72850032012598,108.50013383374 -6.72586158721065,108.500500813257 -6.72323848927502,108.501004695366 -6.72063823036722,108.501644089602 -6.71806795114204,108.502417232749 -6.71553470914079,108.503321993798 -6.71304545930922,108.504355879914 -6.71060703480852,108.50551604341 -6.7082261281733,108.506799289707 -6.70590927286949,108.508202086248 -6.70366282530367,108.509720572348 -6.70149294733423,108.511350569951 -6.69940558933284,108.513087595252 -6.69740647384333,108.514926871166 -6.69550107988301,108.516863340597 -6.69369462792971,108.51889168047 -6.69199206563554,108.521006316491 -6.69039805430635,108.523201438588 -6.68891695618345,108.525471016985 -6.6875528225619,108.527808818878 -6.68630938277698,108.530208425647 -6.68519003408819,108.532663250568 -6.68419783248718,108.535166556974 -6.68333548445367,108.537711476808 -6.68260533968037,108.540291029518 -6.68200938478538,108.542898141252 -6.68154923802748,108.54552566428 -6.68122614503728,108.548166396607 -6.68104097557381,108.550813101715 -6.68099422131387,108.553458528383 -6.68108599467803,108.556095430521 -6.68131602869481,108.558716586985 -6.68168367790139,108.561314821295 -6.68218792027659,108.563883021222 -6.68282736019902,108.566414158174 -6.6836002324206,108.568901306353 -6.68450440704286,108.571337661598 -6.6855373954809,108.573716559902 -6.68669635739741,108.57603149552 -6.68797810858626,108.578276138644 -6.6893791297832,108.580444352583 -6.69089557637846,108.582530210411 -6.69252328900403,108.584528011039 -6.6942578049659,108.586432294664 -6.69609437048973,108.588237857557 -6.69802795374613,108.589939766156 -6.70005325861996,108.591533370418 -6.70216473918608,108.593014316403 -6.70435661485242,108.594378558053 -6.70662288612943,108.595622368141 -6.70895735098346,108.596742348354 -6.71135362173038,108.597735438487 -6.71380514242414,108.598598924725 -6.71630520669401,108.599330446993 -6.71884697598307,108.599928005353 -6.72142349813939,108.600389965426 -6.72402772631087,108.600715062835 -6.72665253809338))",NHMUK_39.2651,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,"1","1",1920,7.23
"POLYGON ((116.649607851981 -8.59060484293301,116.652015486249 -8.60790467227848,116.653516036157 -8.62530600933931,116.654105268747 -8.64276206690993,116.65378135284 -8.66022589696201,116.652544866366 -8.67765050952045,116.650398798115 -8.69498899187458,116.647348543868 -8.71219462790192,116.643401896884 -8.7292210172788,116.638569032699 -8.74602219434712,116.632862488219 -8.76255274640284,116.626297135096 -8.77876793116608,116.618890147361 -8.79462379318805,116.610660963325 -8.81007727894434,116.601631241745 -8.82508635035874,116.591824812284 -8.83961009649644,116.581267620275 -8.85360884315987,116.569987665856 -8.86704426011587,116.558014937499 -8.87987946567786,116.545381340032 -8.89207912836291,116.532120617212 -8.90360956534001,116.518268268979 -8.91443883738337,116.503861463475 -8.92453684004282,116.488938944003 -8.93387539074284,116.473540931051 -8.94242831152224,116.457709019578 -8.95017150712841,116.441486071754 -8.95708303818349,116.424916105361 -8.96314318914436,116.408044178122 -8.96833453078484,116.390916268185 -8.97264197693671,116.373579151073 -8.97605283523565,116.356080273388 -8.97855685162997,116.338467623595 -8.98014624842332,116.320789600237 -8.98081575563763,116.303094877938 -8.98056263549963,116.285432271573 -8.97938669987292,116.267850599018 -8.97729032047808,116.250398542875 -8.97427843176549,116.233124511613 -8.97035852632894,116.216076500567 -8.96554064277371,116.199301953231 -8.95983734597898,116.182847623329 -8.95326369972226,116.166759438104 -8.94583723166242,116.151082363318 -8.93757789070748,116.13586027041 -8.92850799682389,116.121135806316 -8.91865218337467,116.106950266375 -8.90803733210551,116.093343470831 -8.896692500929,116.08035364534 -8.88464884468837,116.068017305953 -8.87193952911357,116.056369148996 -8.85859963821245,116.045441946251 -8.84466607536984,116.03526644585 -8.83017745845598,116.025871279235 -8.81517400927335,116.017282874558 -8.79969743769711,116.009525376827 -8.78379082088907,116.00262057511 -8.76749847798798,115.99658783707 -8.75086584069993,115.991444051062 -8.73393932023145,115.987203576011 -8.7167661710249,115.983878199255 -8.69939435176983,115.981477102478 -8.68187238417603,115.980006835867 -8.6642492100037,115.97947130056 -8.64657404685266,115.979871739416 -8.62889624321708,115.981206736143 -8.61126513331391,115.983472222727 -8.59372989219198,115.986661495117 -8.57633939162542,115.990765237075 -8.55914205728884,115.995771552055 -8.54218572770304,116.001666002953 -8.52551751542917,116.008431659551 -8.50918367097573,116.016049153426 -8.49322944986742,116.024496740085 -8.47769898330729,116.033750368056 -8.46263515284407,116.043783754642 -8.4480794694353,116.054568468019 -8.43407195727444,116.06607401535 -8.42065104272532,116.078267936553 -8.4078534486827,116.091115903363 -8.39571409465058,116.104581823309 -8.38426600280325,116.118627948196 -8.37354021026599,116.133214986718 -8.36356568782441,116.14830222077 -8.35436926524259,116.163847625064 -8.34597556334236,116.179807989621 -8.33840693296731,116.196139044739 -8.33168340092764,116.212795588014 -8.32582262299441,116.229731613002 -8.32083984398528,116.246900439135 -8.31674786495792,116.264254842475 -8.31355701750262,116.281747186927 -8.31127514510177,116.299329555535 -8.30990759150156,116.316953881488 -8.30945719602005,116.334572078486 -8.30992429569576,116.352136170117 -8.31130673416301,116.369598417928 -8.31359987712289,116.386911447865 -8.31679663426367,116.404028374789 -8.32088748747069,116.420902924789 -8.3258605251531,116.437489555013 -8.33170148250427,116.453743570772 -8.3383937875033,116.469621239679 -8.34591861245681,116.485079902603 -8.35425493087395,116.50007808122 -8.36337957946186,116.514575581976 -8.37326732502463,116.528533596291 -8.38389093604609,116.54191479681 -8.39522125873407,116.554683429577 -8.40722729730295,116.566805401974 -8.4198762982706,116.578248366285 -8.43313383854614,116.588981798788 -8.44696391708542,116.598977074234 -8.46132904989243,116.608207535631 -8.4761903681461,116.616648559219 -8.49150771923347,116.624277614559 -8.5072397704721,116.631074319651 -8.52334411530567,116.637020490986 -8.53977738175875,116.642100188486 -8.5564953429375,116.646299755239 -8.57345302936404,116.649607851981 -8.59060484293301))",NHMUK_39.2652,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,"0","0",,54.22
